id,name,japanese_name,classfication,generation,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,abilities,height_m,weight_kg,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,percentage_male,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,image_url,pokedex_number
0456,Finneon,Keikouoã‚±ã‚¤ã‚³ã‚¦ã‚ª,Wing Fish PokÃ©mon,4,water,,49,49,56,49,61,66,"['Swift Swim', 'Storm Drain', 'Water Veil']",0.4,7,5120,70,330,190,600000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/456.png,456
0457,Lumineon,Neolantãƒã‚ªãƒ©ãƒ³ãƒˆ,Neon PokÃ©mon,4,water,,69,69,76,69,86,91,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.2,24,5120,70,460,75,600000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/457.png,457
0458,Mantyke,Tamantaã‚¿ãƒžãƒ³ã‚¿,Kite PokÃ©mon,4,water,flying,45,20,50,60,120,50,"['Swift Swim', 'Water Absorb', 'Water Veil']",1,65,6400,70,345,25,1250000,50,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/458.png,458
0459,Snover,Yukikaburiãƒ¦ã‚­ã‚«ãƒ–ãƒª,Frosted Tree PokÃ©mon,4,grass,ice,60,62,50,62,60,40,"['Snow Warning', 'Soundproof']",1,50.5,5120,70,334,120,1250000,50,0,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/459.png,459
0460,Abomasnow,Yukinoohãƒ¦ã‚­ãƒŽã‚ªãƒ¼,Frosted Tree PokÃ©mon,4,grass,ice,90,132,105,132,105,30,"['Snow Warning', 'Soundproof']",2.2,135.5,5120,70,594,60,1250000,50,0,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/460.png,460
0461,Weavile,Manyulaãƒžãƒ‹ãƒ¥ãƒ¼ãƒ©,Sharp Claw PokÃ©mon,4,dark,ice,70,120,65,45,85,125,"['Pressure', 'Pickpocket']",1.1,34,5120,35,510,45,1059860,50,0,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/461.png,461
0462,Magnezone,Jibacoilã‚¸ãƒã‚³ã‚¤ãƒ«,Magnet Area PokÃ©mon,4,electric,steel,70,70,115,130,90,60,"['Magnet Pull', 'Sturdy', 'Analytic']",1.2,180,5120,70,535,30,1000000,,0,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/462.png,462
0463,Lickilicky,Berobeltãƒ™ãƒ­ãƒ™ãƒ«ãƒˆ,Licking PokÃ©mon,4,normal,,110,85,95,80,95,50,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.7,140,5120,70,515,30,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/463.png,463
0464,Rhyperior,Dosidonãƒ‰ã‚µã‚¤ãƒ‰ãƒ³,Drill PokÃ©mon,4,ground,rock,115,140,130,55,55,40,"['Lightningrod', 'Solid Rock', 'Reckless']",2.4,282.8,5120,70,535,30,1250000,50,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/464.png,464
0465,Tangrowth,Mojumboãƒ¢ã‚¸ãƒ£ãƒ³ãƒœ,Vine PokÃ©mon,4,grass,,100,100,125,110,50,50,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,128.6,5120,70,535,30,1000000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/465.png,465
0466,Electivire,Elekibleã‚¨ãƒ¬ã‚­ãƒ–ãƒ«,Thunderbolt PokÃ©mon,4,electric,,75,123,67,95,85,95,"['Motor Drive', 'Vital Spirit']",1.8,138.6,6400,70,540,30,1000000,75.4,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/466.png,466
0467,Magmortar,Booburnãƒ–ãƒ¼ãƒãƒ¼ãƒ³,Blast PokÃ©mon,4,fire,,75,95,67,125,95,83,"['Flame Body', 'Vital Spirit']",1.6,68,6400,70,540,30,1000000,75.4,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/467.png,467
0468,Togekiss,Togekissãƒˆã‚²ã‚­ãƒƒã‚¹,Jubilee PokÃ©mon,4,fairy,flying,85,50,95,120,115,80,"['Hustle', 'Serene Grace', 'Super Luck']",1.5,38,2560,70,545,30,800000,88.1,0,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/468.png,468
0469,Yanmega,Megayanmaãƒ¡ã‚¬ãƒ¤ãƒ³ãƒž,Ogre Darner PokÃ©mon,4,bug,flying,86,76,86,116,56,95,"['Speed Boost', 'Tinted Lens', 'Frisk']",1.9,51.5,5120,70,515,30,1000000,50,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/469.png,469
0470,Leafeon,Leafiaãƒªãƒ¼ãƒ•ã‚£ã‚¢,Verdant PokÃ©mon,4,grass,,65,110,130,60,65,95,"['Leaf Guard', 'Chlorophyll']",1,25.5,8960,35,525,45,1000000,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/470.png,470
0471,Glaceon,Glaciaã‚°ãƒ¬ã‚¤ã‚·ã‚¢,Fresh Snow PokÃ©mon,4,ice,,65,60,110,130,95,65,"['Snow Cloak', 'Ice Body']",0.8,25.9,8960,35,525,45,1000000,88.1,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/471.png,471
0472,Gliscor,Glionã‚°ãƒ©ã‚¤ã‚ªãƒ³,Fang Scorp PokÃ©mon,4,ground,flying,75,95,125,45,75,95,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",2,42.5,5120,70,510,30,1059860,50,0,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/472.png,472
0473,Mamoswine,Mammooãƒžãƒ³ãƒ ãƒ¼,Twin Tusk PokÃ©mon,4,ice,ground,110,130,80,70,60,80,"['Oblivious', 'Snow Cloak', 'Thick Fat']",2.5,291,5120,70,530,50,1250000,50,0,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/473.png,473
0474,Porygon-Z,Porygon-zãƒãƒªã‚´ãƒ³ï¼º,Virtual PokÃ©mon,4,normal,,85,80,70,135,75,90,"['Adaptability', 'Download', 'Analytic']",0.9,34,5120,70,535,30,1000000,,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/474.png,474
0475,Gallade,Erureidoã‚¨ãƒ«ãƒ¬ã‚¤ãƒ‰,Blade PokÃ©mon,4,psychic,fighting,68,165,95,65,115,110,"['Steadfast', 'Justified']",1.6,52,5120,35,618,45,1250000,100,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/475.png,475
0476,Probopass,Dainoseãƒ€ã‚¤ãƒŽãƒ¼ã‚º,Compass PokÃ©mon,4,rock,steel,60,55,145,75,150,40,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.4,340,5120,70,525,60,1000000,50,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/476.png,476
0477,Dusknoir,Yonoirãƒ¨ãƒŽãƒ¯ãƒ¼ãƒ«,Gripper PokÃ©mon,4,ghost,,45,100,135,65,135,45,"['Pressure', 'Frisk']",2.2,106.6,6400,35,525,45,800000,50,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/477.png,477
0478,Froslass,Yukimenokoãƒ¦ã‚­ãƒ¡ãƒŽã‚³,Snow Land PokÃ©mon,4,ice,ghost,70,80,70,80,70,110,"['Snow Cloak', 'Cursed Body']",1.3,26.6,5120,70,480,75,1000000,0,0,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/478.png,478
0479,Rotom,Rotomãƒ­ãƒˆãƒ,Plasma PokÃ©mon,4,electric,ghost,50,65,107,105,107,86,['Levitate'],0.3,0.3,5120,70,520,45,1000000,,0,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,479
0480,Uxie,Yuxieãƒ¦ã‚¯ã‚·ãƒ¼,Knowledge PokÃ©mon,4,psychic,,75,75,130,75,130,95,['Levitate'],0.3,0.3,20480,140,580,3,1250000,,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/480.png,480
0481,Mesprit,Emritã‚¨ãƒ ãƒªãƒƒãƒˆ,Emotion PokÃ©mon,4,psychic,,80,105,105,105,105,80,['Levitate'],0.3,0.3,20480,140,580,3,1250000,,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/481.png,481
0482,Azelf,Agnomeã‚¢ã‚°ãƒŽãƒ,Willpower PokÃ©mon,4,psychic,,75,125,70,125,70,115,['Levitate'],0.3,0.3,20480,140,580,3,1250000,,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/482.png,482
0483,Dialga,Dialgaãƒ‡ã‚£ã‚¢ãƒ«ã‚¬,Temporal PokÃ©mon,4,steel,dragon,100,120,120,150,100,90,"['Pressure', 'Telepathy']",5.4,683,30720,0,680,3,1250000,,1,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/483.png,483
0484,Palkia,Palkiaãƒ‘ãƒ«ã‚­ã‚¢,Spatial PokÃ©mon,4,water,dragon,90,120,100,150,120,100,"['Pressure', 'Telepathy']",4.2,336,30720,0,680,3,1250000,,1,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/484.png,484
0485,Heatran,Heatranãƒ’ãƒ¼ãƒ‰ãƒ©ãƒ³,Lava Dome PokÃ©mon,4,fire,steel,91,90,106,130,106,77,"['Flash Fire', 'Flame Body']",1.7,430,2560,100,600,3,1250000,50,1,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/485.png,485
0486,Regigigas,Regigigasãƒ¬ã‚¸ã‚®ã‚¬ã‚¹,Colossal PokÃ©mon,4,normal,,110,160,110,80,110,100,['Slow Start'],3.7,420,30720,0,670,3,1250000,,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/486.png,486
0487,Giratina,Giratina (another Forme)ã‚®ãƒ©ãƒ†ã‚£ãƒŠ,Renegade PokÃ©mon,4,ghost,dragon,150,120,100,120,100,90,"['Pressure', 'Telepathy', 'Levitate']",4.5,750,30720,0,680,3,1250000,,1,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/487.png,487
0488,Cresselia,Cresseliaã‚¯ãƒ¬ã‚»ãƒªã‚¢,Lunar PokÃ©mon,4,psychic,,120,70,120,75,130,85,['Levitate'],1.5,85.6,30720,100,600,3,1250000,0,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/488.png,488
0489,Phione,Phioneãƒ•ã‚£ã‚ªãƒ,Sea Drifter PokÃ©mon,4,water,,80,80,80,80,80,80,['Hydration'],0.4,3.1,10240,70,480,30,1250000,,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/489.png,489
0490,Manaphy,ManaphyãƒžãƒŠãƒ•ã‚£,Seafaring PokÃ©mon,4,water,,100,100,100,100,100,100,['Hydration'],0.3,1.4,2560,70,600,3,1250000,,1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/490.png,490
0491,Darkrai,Darkraiãƒ€ãƒ¼ã‚¯ãƒ©ã‚¤,Pitch-Black PokÃ©mon,4,dark,,70,90,90,135,90,125,['Bad Dreams'],1.5,50.5,30720,0,600,3,1250000,,1,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/491.png,491
0492,Shaymin,Shaymin (sky Forme)ã‚·ã‚§ã‚¤ãƒŸ,Gratitude PokÃ©mon,4,grass,grass,100,103,75,120,75,127,"['Natural Cure', 'Serene Grace']",0.2,2.1,30720,100,600,45,1059860,,1,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/492.png,492
0493,Arceus,Arceusã‚¢ãƒ«ã‚»ã‚¦ã‚¹,Alpha PokÃ©mon,4,normal,,120,120,120,120,120,120,['Multitype'],3.2,320,30720,0,720,3,1250000,,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/493.png,493
0494,Victini,Victiniãƒ“ã‚¯ãƒ†ã‚£ãƒ‹,Victory PokÃ©mon,5,psychic,fire,100,100,100,100,100,100,['Victory Star'],0.4,4,30720,100,600,3,1250000,,1,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/494.png,494
0495,Snivy,Tsutarjaãƒ„ã‚¿ãƒ¼ã‚¸ãƒ£,Grass Snake PokÃ©mon,5,grass,,45,45,55,45,55,63,"['Overgrow', 'Contrary']",0.6,8.1,5120,70,308,45,1059860,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/495.png,495
0496,Servine,Janovyã‚¸ãƒ£ãƒŽãƒ“ãƒ¼,Grass Snake PokÃ©mon,5,grass,,60,60,75,60,75,83,"['Overgrow', 'Contrary']",0.8,16,5120,70,413,45,1059860,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/496.png,496
0497,Serperior,Jalordaã‚¸ãƒ£ãƒ­ãƒ¼ãƒ€,Regal PokÃ©mon,5,grass,,75,75,95,75,95,113,"['Overgrow', 'Contrary']",3.3,63,5120,70,528,45,1059860,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/497.png,497
0498,Tepig,Pokabuãƒã‚«ãƒ–,Fire Pig PokÃ©mon,5,fire,,65,63,45,45,45,45,"['Blaze', 'Thick Fat']",0.5,9.9,5120,70,308,45,1059860,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/498.png,498
0499,Pignite,Chaobooãƒãƒ£ã‚ªãƒ–ãƒ¼,Fire Pig PokÃ©mon,5,fire,fighting,90,93,55,70,55,55,"['Blaze', 'Thick Fat']",1,55.5,5120,70,418,45,1059860,88.1,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/499.png,499
0500,Emboar,Enbuohã‚¨ãƒ³ãƒ–ã‚ªãƒ¼,Mega Fire Pig PokÃ©mon,5,fire,fighting,110,123,65,100,65,65,"['Blaze', 'Reckless']",1.6,150,5120,70,528,45,1059860,88.1,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/500.png,500
0501,Oshawott,MijumaruãƒŸã‚¸ãƒ¥ãƒžãƒ«,Sea Otter PokÃ©mon,5,water,,55,55,45,63,45,45,"['Torrent', 'Shell Armor']",0.5,5.9,5120,70,308,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/501.png,501
0502,Dewott,Futachimaruãƒ•ã‚¿ãƒãƒžãƒ«,Discipline PokÃ©mon,5,water,,75,75,60,83,60,60,"['Torrent', 'Shell Armor']",0.8,24.5,5120,70,413,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/502.png,502
0503,Samurott,Daikenkiãƒ€ã‚¤ã‚±ãƒ³ã‚­,Formidable PokÃ©mon,5,water,,95,100,85,108,70,70,"['Torrent', 'Shell Armor']",1.5,94.6,5120,70,528,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/503.png,503
0504,Patrat,MinezumiãƒŸãƒã‚ºãƒŸ,Scout PokÃ©mon,5,normal,,45,55,39,35,39,42,"['Run Away', 'Keen Eye', 'Analytic']",0.5,11.6,3840,70,255,255,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/504.png,504
0505,Watchog,MiruhogãƒŸãƒ«ãƒ›ãƒƒã‚°,Lookout PokÃ©mon,5,normal,,60,85,69,60,69,77,"['Illuminate', 'Keen Eye', 'Analytic']",1.1,27,5120,70,420,255,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/505.png,505
0506,Lillipup,Yorterrieãƒ¨ãƒ¼ãƒ†ãƒªãƒ¼,Puppy PokÃ©mon,5,normal,,45,60,45,25,45,55,"['Vital Spirit', 'Pickup', 'Run Away']",0.4,4.1,3840,70,275,255,1059860,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/506.png,506
0507,Herdier,Herderrieãƒãƒ¼ãƒ‡ãƒªã‚¢,Loyal Dog PokÃ©mon,5,normal,,65,80,65,35,65,60,"['Intimidate', 'Sand Rush', 'Scrappy']",0.9,14.7,3840,70,370,120,1059860,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/507.png,507
0508,Stoutland,Moolandãƒ ãƒ¼ãƒ©ãƒ³ãƒ‰,Big-Hearted PokÃ©mon,5,normal,,85,110,90,45,90,80,"['Intimidate', 'Sand Rush', 'Scrappy']",1.2,61,3840,70,500,45,1059860,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/508.png,508
0509,Purrloin,Choronekoãƒãƒ§ãƒ­ãƒã‚³,Devious PokÃ©mon,5,dark,,41,50,37,50,37,66,"['Limber', 'Unburden', 'Prankster']",0.4,10.1,5120,70,281,255,1000000,50,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/509.png,509
0510,Liepard,Lepardasãƒ¬ãƒ‘ãƒ«ãƒ€ã‚¹,Cruel PokÃ©mon,5,dark,,64,88,50,88,50,106,"['Limber', 'Unburden', 'Prankster']",1.1,37.5,5120,70,446,90,1000000,50,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/510.png,510
0511,Pansage,Yanappuãƒ¤ãƒŠãƒƒãƒ—,Grass Monkey PokÃ©mon,5,grass,,50,53,48,53,48,64,"['Gluttony', 'Overgrow']",0.6,10.5,5120,70,316,190,1000000,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/511.png,511
0512,Simisage,Yanakkieãƒ¤ãƒŠãƒƒã‚­ãƒ¼,Thorn Monkey PokÃ©mon,5,grass,,75,98,63,98,63,101,"['Gluttony', 'Overgrow']",1.1,30.5,5120,70,498,75,1000000,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/512.png,512
0513,Pansear,Baoppuãƒã‚ªãƒƒãƒ—,High Temp PokÃ©mon,5,fire,,50,53,48,53,48,64,"['Gluttony', 'Blaze']",0.6,11,5120,70,316,190,1000000,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/513.png,513
0514,Simisear,Baokkieãƒã‚ªãƒƒã‚­ãƒ¼,Ember PokÃ©mon,5,fire,,75,98,63,98,63,101,"['Gluttony', 'Blaze']",1,28,5120,70,498,75,1000000,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png,514
0515,Panpour,Hiyappuãƒ’ãƒ¤ãƒƒãƒ—,Spray PokÃ©mon,5,water,,50,53,48,53,48,64,"['Gluttony', 'Torrent']",0.6,13.5,5120,70,316,190,1000000,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png,515
0516,Simipour,Hiyakkieãƒ’ãƒ¤ãƒƒã‚­ãƒ¼,Geyser PokÃ©mon,5,water,,75,98,63,98,63,101,"['Gluttony', 'Torrent']",1,29,5120,70,498,75,1000000,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png,516
0517,Munna,Munnaãƒ ãƒ³ãƒŠ,Dream Eater PokÃ©mon,5,psychic,,76,25,45,67,55,24,"['Forewarn', 'Synchronize', 'Telepathy']",0.6,23.3,2560,70,292,190,800000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/517.png,517
0518,Musharna,Musharnaãƒ ã‚·ãƒ£ãƒ¼ãƒŠ,Drowsing PokÃ©mon,5,psychic,,116,55,85,107,95,29,"['Forewarn', 'Synchronize', 'Telepathy']",1.1,60.5,2560,70,487,75,800000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/518.png,518
0519,Pidove,Mamepatoãƒžãƒ¡ãƒ‘ãƒˆ,Tiny Pigeon PokÃ©mon,5,normal,flying,50,55,50,36,30,43,"['Big Pecks', 'Super Luck', 'Rivalry']",0.3,2.1,3840,70,264,255,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/519.png,519
0520,Tranquill,Hatobohãƒãƒˆãƒ¼ãƒœãƒ¼,Wild Pigeon PokÃ©mon,5,normal,flying,62,77,62,50,42,65,"['Big Pecks', 'Super Luck', 'Rivalry']",0.6,15,3840,70,358,120,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/520.png,520
0521,Unfezant,Kenhallowã‚±ãƒ³ãƒ›ãƒ­ã‚¦,Proud PokÃ©mon,5,normal,flying,80,115,80,65,55,93,"['Big Pecks', 'Super Luck', 'Rivalry']",1.2,29,3840,70,488,45,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png,521
0522,Blitzle,Shimamaã‚·ãƒžãƒž,Electrified PokÃ©mon,5,electric,,45,60,32,50,32,76,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",0.8,29.8,5120,70,295,190,1000000,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/522.png,522
0523,Zebstrika,Zebraikaã‚¼ãƒ–ãƒ©ã‚¤ã‚«,Thunderbolt PokÃ©mon,5,electric,,75,100,63,80,63,116,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.6,79.5,5120,70,497,75,1000000,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/523.png,523
0524,Roggenrola,Dangoroãƒ€ãƒ³ã‚´ãƒ­,Mantle PokÃ©mon,5,rock,,55,75,85,25,25,15,"['Sturdy', 'Weak Armor', 'Sand Force']",0.4,18,3840,70,280,255,1059860,50,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/524.png,524
0525,Boldore,Gantleã‚¬ãƒ³ãƒˆãƒ«,Ore PokÃ©mon,5,rock,,70,105,105,50,40,20,"['Sturdy', 'Weak Armor', 'Sand Force']",0.9,102,3840,70,390,120,1059860,50,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/525.png,525
0526,Gigalith,Gigaiathã‚®ã‚¬ã‚¤ã‚¢ã‚¹,Compressed PokÃ©mon,5,rock,,85,135,130,60,80,25,"['Sturdy', 'Sand Stream', 'Sand Force']",1.7,260,3840,70,515,45,1059860,50,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/526.png,526
